farmers_ahead,total_qty_ahead_kg,quantity_kg,crop_type,produce_quality_grade,active_counters,staff_present,center_daily_capacity_quintals,vehicle_type,slot_hour,day_of_week,is_harvest_peak_season,weather_condition,actual_wait_time_minutes
11,14600,550,Soybean,Grade A,3,2,1000,Mini Truck (Pickup),10,5,0,Overcast,74.9
2,2100,960,Paddy,Grade B,2,2,1500,Tractor Trolley,17,5,0,Clear,21.6
19,25600,840,Paddy,Grade B,1,2,1500,Tractor Trolley,12,2,1,Clear,240.0
7,7500,480,Wheat,Grade C (High Moisture),3,7,1000,Mini Truck (Pickup),12,2,0,Clear,42.9
9,12700,940,Cotton,Grade B,3,8,4000,Mini Truck (Pickup),12,0,0,Overcast,48.8
7,10000,780,Wheat,Grade B,3,5,4000,Bullock Cart,15,3,1,Light Rain,74.9
3,3400,620,Paddy,Grade A,2,5,4000,Tractor Trolley,14,1,0,Clear,16.8
6,5800,430,Cotton,Grade A,3,7,2500,Tractor Trolley,9,1,0,Light Rain,48.6
6,7500,1300,Paddy,Grade A,2,5,500,Tractor Trolley,15,4,0,Clear,36.0
7,7700,970,Cotton,Grade B,4,6,1000,Tractor Trolley,13,2,0,Clear,49.9
10,12400,2090,Wheat,Grade A,2,3,1000,Tractor Trolley,10,3,0,Clear,82.6
4,4200,990,Wheat,Grade B,2,5,1000,Tractor Trolley,10,0,1,Clear,42.4
9,12500,780,Maize,Grade B,3,3,1500,Tractor Trolley,12,0,0,Clear,67.8
7,7600,1300,Paddy,Grade A,3,10,1500,Mini Truck (Pickup),11,1,0,Clear,23.2
9,11400,910,Wheat,Grade C (High Moisture),2,3,4000,Tractor Trolley,12,3,1,Clear,134.9
13,17100,1110,Cotton,Grade A,2,4,1500,Tractor Trolley,10,1,1,Light Rain,147.9
8,8800,800,Maize,Grade C (High Moisture),2,4,1000,Mini Truck (Pickup),13,0,1,Clear,92.5
10,11400,1000,Wheat,Grade C (High Moisture),3,6,1500,Tractor Trolley,11,4,1,Overcast,77.4
5,6500,760,Mustard,Grade A,3,7,2500,Tractor Trolley,9,2,0,Clear,25.5
2,2400,830,Wheat,Grade A,2,5,2500,Tractor Trolley,14,0,0,Clear,10.7
4,5800,1050,Wheat,Grade A,1,2,1000,Mini Truck (Pickup),12,5,1,Clear,55.1
8,8200,660,Cotton,Grade B,2,2,500,Tractor Trolley,13,1,0,Clear,103.3
9,13400,2630,Cotton,Grade A,2,4,1000,Tractor Trolley,10,0,0,Light Rain,90.0
13,12700,1290,Mustard,Grade C (High Moisture),4,6,2500,Truck (6-Wheeler),11,0,0,Light Rain,121.8
8,11000,870,Mustard,Grade A,2,2,2500,Mini Truck (Pickup),11,2,0,Light Rain,82.7
4,4900,2050,Sugarcane,Grade B,3,4,1500,Mini Truck (Pickup),15,3,0,Heavy Rain,65.1
4,5800,840,Cotton,Grade C (High Moisture),2,6,500,Tractor Trolley,17,5,1,Clear,44.0
11,14400,2250,Paddy,Grade B,1,4,1500,Tractor Trolley,11,5,1,Clear,145.5
1,1300,930,Maize,Grade A,1,2,1000,Truck (6-Wheeler),14,2,0,Light Rain,23.5
6,8500,1300,Wheat,Grade B,2,6,500,Mini Truck (Pickup),14,6,1,Clear,32.7
15,14400,1490,Paddy,Grade A,4,12,2500,Tractor Trolley,13,0,1,Overcast,48.6
9,8600,1090,Wheat,Grade A,2,4,1500,Truck (6-Wheeler),13,3,1,Overcast,87.7
12,12700,500,Wheat,Grade A,3,7,500,Tractor Trolley,11,5,1,Clear,54.6
13,16400,440,Chana,Grade A,2,8,4000,Tractor Trolley,13,6,1,Overcast,76.4
11,10900,1670,Maize,Grade B,3,8,1000,Tractor Trolley,10,4,0,Clear,45.0
6,5700,560,Mustard,Grade A,3,7,1500,Tractor Trolley,11,0,0,Clear,35.5
6,8200,1490,Paddy,Grade B,2,6,1000,Tractor Trolley,9,3,1,Overcast,45.4
4,4300,280,Wheat,Grade A,1,4,1500,Mini Truck (Pickup),12,3,0,Clear,33.0
10,9500,2840,Wheat,Grade A,2,8,1500,Tractor Trolley,10,1,1,Clear,56.2
8,8900,1220,Wheat,Grade A,3,5,1500,Tractor Trolley,11,0,0,Heavy Rain,72.3
6,7500,480,Cotton,Grade A,2,4,1500,Bullock Cart,10,1,1,Clear,74.2
3,3800,780,Mustard,Grade A,2,5,4000,Truck (6-Wheeler),15,1,1,Clear,32.2
2,1900,1490,Mustard,Grade B,2,5,2500,Tractor Trolley,9,1,0,Overcast,20.0
6,6000,430,Wheat,Grade C (High Moisture),3,8,1000,Tractor Trolley,9,3,0,Overcast,32.4
3,3800,1180,Chana,Grade A,5,12,500,Truck (6-Wheeler),14,2,1,Clear,13.1
7,8300,780,Mustard,Grade A,4,5,4000,Tractor Trolley,13,5,0,Clear,47.6
8,10900,320,Cotton,Grade A,4,12,1500,Tractor Trolley,12,2,1,Clear,42.4
7,9900,720,Cotton,Grade B,1,3,1000,Tractor Trolley,13,2,0,Overcast,105.5
16,14400,1070,Paddy,Grade B,2,7,1500,Tractor Trolley,12,4,1,Overcast,112.1
6,8500,2220,Wheat,Grade B,3,9,1500,Tractor Trolley,10,4,0,Light Rain,38.5
8,7400,520,Paddy,Grade A,4,9,4000,Tractor Trolley,11,1,0,Overcast,29.4
7,9600,2360,Maize,Grade A,2,2,1500,Tractor Trolley,12,3,0,Clear,64.6
2,3000,570,Wheat,Grade A,3,4,500,Mini Truck (Pickup),14,2,0,Clear,13.3
4,5800,1050,Wheat,Grade B,2,6,2500,Tractor Trolley,14,0,1,Overcast,27.1
8,9300,550,Wheat,Grade A,2,5,1000,Tractor Trolley,10,3,1,Clear,48.7
13,15400,1420,Wheat,Grade B,2,5,1000,Mini Truck (Pickup),10,1,0,Clear,71.3
8,11500,530,Soybean,Grade A,2,5,1500,Tractor Trolley,10,1,0,Light Rain,69.7
6,8100,1350,Mustard,Grade A,3,9,1500,Mini Truck (Pickup),10,2,0,Clear,31.1
9,10900,1140,Paddy,Grade A,3,10,1500,Tractor Trolley,12,0,0,Overcast,37.6
7,7300,2110,Wheat,Grade B,3,5,1000,Tractor Trolley,14,3,0,Overcast,36.5
5,4500,1330,Paddy,Grade A,2,7,1000,Tractor Trolley,10,2,0,Clear,32.7
8,9800,2460,Paddy,Grade C (High Moisture),3,10,2500,Mini Truck (Pickup),10,3,1,Clear,52.0
10,9800,2480,Wheat,Grade A,2,10,1000,Tractor Trolley,13,0,0,Overcast,53.0
3,3200,730,Paddy,Grade A,3,8,1500,Truck (6-Wheeler),9,5,1,Clear,15.3
5,6300,940,Paddy,Grade A,3,7,1500,Mini Truck (Pickup),10,0,0,Clear,26.9
3,3400,1090,Cotton,Grade B,2,7,1500,Tractor Trolley,9,3,0,Clear,21.9
2,1800,1910,Mustard,Grade A,4,6,1500,Bullock Cart,9,1,0,Clear,11.7
3,3900,740,Wheat,Grade A,4,8,500,Tractor Trolley,15,0,1,Overcast,12.4
6,5700,1030,Paddy,Grade A,4,11,1500,Tractor Trolley,11,1,0,Clear,21.9
5,5600,1570,Mustard,Grade A,3,9,1500,Tractor Trolley,11,1,0,Clear,25.7
6,8400,270,Cotton,Grade B,3,8,1000,Tractor Trolley,9,4,0,Clear,35.7
3,3300,1700,Soybean,Grade A,2,3,1000,Tractor Trolley,16,2,0,Clear,29.2
11,14400,1910,Mustard,Grade B,4,7,1500,Tractor Trolley,12,3,1,Clear,74.2
6,8600,1210,Wheat,Grade B,3,8,500,Mini Truck (Pickup),10,0,0,Clear,24.9
7,9400,1690,Wheat,Grade B,3,6,1000,Tractor Trolley,10,1,0,Clear,36.3
4,5100,1290,Mustard,Grade A,4,7,1500,Tractor Trolley,16,6,0,Clear,22.5
6,7900,2180,Wheat,Grade A,2,5,1500,Tractor Trolley,12,0,0,Heavy Rain,66.0
5,5300,3120,Cotton,Grade C (High Moisture),4,10,1000,Mini Truck (Pickup),9,1,1,Clear,29.1
10,13400,1140,Chana,Grade B,4,6,1000,Tractor Trolley,11,5,1,Clear,66.2
14,18600,1840,Cotton,Grade A,1,4,1000,Bullock Cart,10,4,1,Overcast,235.8
5,5300,1120,Paddy,Grade A,2,3,2500,Truck (6-Wheeler),14,0,1,Clear,64.8
4,4700,1230,Mustard,Grade C (High Moisture),5,8,4000,Truck (6-Wheeler),14,3,1,Overcast,40.3
5,5800,1060,Paddy,Grade A,1,3,500,Tractor Trolley,9,3,1,Overcast,61.2
9,9600,1580,Cotton,Grade B,2,7,500,Tractor Trolley,10,3,0,Clear,68.9
12,14200,270,Chana,Grade A,4,5,1000,Tractor Trolley,12,2,1,Clear,61.2
4,4700,1710,Paddy,Grade A,3,7,1000,Bullock Cart,14,6,0,Overcast,23.3
5,6200,350,Chana,Grade A,3,12,1000,Tractor Trolley,9,0,1,Overcast,25.9
2,1900,2000,Soybean,Grade A,4,10,2500,Tractor Trolley,16,1,1,Clear,11.3
7,9600,1830,Wheat,Grade A,2,2,1000,Mini Truck (Pickup),11,1,1,Overcast,66.9
3,3100,1410,Wheat,Grade B,2,7,500,Tractor Trolley,8,4,1,Clear,20.2
3,2900,940,Wheat,Grade B,3,10,1500,Tractor Trolley,15,1,0,Clear,17.5
6,6800,1560,Wheat,Grade B,2,5,2500,Tractor Trolley,10,0,0,Clear,38.7
1,1400,2660,Wheat,Grade B,2,7,500,Tractor Trolley,9,2,0,Clear,11.9
4,5000,520,Mustard,Grade A,3,6,1500,Tractor Trolley,15,3,0,Clear,24.5
12,15200,1970,Wheat,Grade A,5,12,1500,Tractor Trolley,12,2,0,Clear,32.3
9,8300,1190,Paddy,Grade C (High Moisture),2,9,1000,Tractor Trolley,11,3,1,Clear,84.9
4,5200,2950,Soybean,Grade A,3,4,1500,Mini Truck (Pickup),12,2,1,Clear,38.3
3,4500,1840,Wheat,Grade A,3,5,500,Truck (6-Wheeler),9,4,0,Clear,21.6
11,13800,1740,Maize,Grade C (High Moisture),3,9,1500,Mini Truck (Pickup),11,3,1,Overcast,61.6
7,6300,460,Paddy,Grade A,3,10,1000,Tractor Trolley,11,5,1,Clear,32.7
13,18800,580,Wheat,Grade B,3,8,500,Tractor Trolley,13,5,1,Clear,63.8
4,4800,770,Mustard,Grade B,1,5,2500,Tractor Trolley,9,1,0,Clear,56.6
8,8400,430,Mustard,Grade A,3,12,500,Bullock Cart,12,1,0,Clear,43.9
12,12200,470,Soybean,Grade A,2,3,1000,Tractor Trolley,11,2,0,Clear,122.3
7,9800,1570,Mustard,Grade C (High Moisture),3,4,500,Tractor Trolley,11,2,1,Clear,77.0
5,6300,1520,Maize,Grade A,3,5,1500,Tractor Trolley,14,6,1,Clear,28.7
10,13200,1670,Paddy,Grade A,2,3,500,Truck (6-Wheeler),13,3,0,Clear,120.5
4,5400,400,Wheat,Grade A,3,6,2500,Tractor Trolley,9,1,1,Clear,22.0
3,2700,1230,Maize,Grade B,5,11,1000,Mini Truck (Pickup),14,1,1,Clear,15.1
3,3100,1100,Maize,Grade B,5,9,4000,Tractor Trolley,13,2,0,Overcast,17.5
3,4400,1170,Sugarcane,Grade C (High Moisture),2,11,1500,Tractor Trolley,9,0,0,Overcast,31.3
7,9800,1710,Paddy,Grade C (High Moisture),2,8,1000,Mini Truck (Pickup),14,6,0,Clear,48.9
2,1800,1970,Paddy,Grade C (High Moisture),3,7,1000,Mini Truck (Pickup),13,0,0,Clear,19.2
5,4600,300,Maize,Grade A,3,5,1500,Bullock Cart,11,3,0,Overcast,40.1
4,5900,2400,Paddy,Grade B,1,2,1500,Mini Truck (Pickup),11,6,0,Clear,63.2
6,6200,640,Chana,Grade A,2,6,1500,Tractor Trolley,8,4,1,Clear,28.7
5,4800,1280,Soybean,Grade A,2,4,1500,Tractor Trolley,16,3,1,Clear,42.1
7,8800,780,Paddy,Grade B,5,10,2500,Mini Truck (Pickup),11,5,1,Light Rain,54.4
5,5000,480,Maize,Grade A,2,6,1500,Mini Truck (Pickup),10,5,1,Clear,29.7
9,13000,1490,Maize,Grade C (High Moisture),1,2,1000,Truck (6-Wheeler),12,0,0,Overcast,199.5
3,4100,830,Wheat,Grade A,2,5,500,Tractor Trolley,12,1,0,Heavy Rain,46.9
10,14200,430,Soybean,Grade B,2,4,500,Mini Truck (Pickup),11,5,1,Overcast,98.7
6,6700,2660,Cotton,Grade A,2,5,1500,Tractor Trolley,12,2,0,Clear,47.2
5,6800,530,Maize,Grade A,3,8,1500,Tractor Trolley,15,5,1,Clear,21.3
2,2500,850,Paddy,Grade A,4,4,2500,Tractor Trolley,12,4,1,Clear,16.3
8,10200,1990,Soybean,Grade A,1,2,500,Mini Truck (Pickup),12,0,1,Clear,129.0
3,3900,1160,Paddy,Grade A,3,7,1000,Truck (6-Wheeler),9,2,1,Clear,18.3
10,9600,770,Wheat,Grade C (High Moisture),1,2,1000,Tractor Trolley,12,0,1,Clear,201.7
8,10700,740,Soybean,Grade B,2,3,1000,Mini Truck (Pickup),12,1,1,Clear,111.4
19,21700,920,Wheat,Grade A,2,2,1500,Tractor Trolley,11,3,1,Clear,161.4
17,23600,930,Paddy,Grade A,4,7,500,Tractor Trolley,11,0,1,Overcast,76.8
4,4100,1120,Chana,Grade A,3,4,500,Mini Truck (Pickup),9,3,1,Clear,26.1
13,17500,580,Chana,Grade A,3,10,500,Tractor Trolley,12,2,1,Clear,54.6
10,13300,900,Cotton,Grade B,1,2,1000,Tractor Trolley,13,1,1,Clear,220.9
5,6800,810,Mustard,Grade A,4,12,1500,Truck (6-Wheeler),12,4,0,Overcast,32.0
13,17700,1510,Paddy,Grade B,2,2,2500,Mini Truck (Pickup),12,2,1,Clear,138.8
2,2200,1150,Paddy,Grade A,2,3,1500,Truck (6-Wheeler),16,1,0,Clear,23.5
2,2500,5000,Paddy,Grade B,1,8,1500,Bullock Cart,17,2,0,Clear,28.2
11,16000,3740,Mustard,Grade B,4,12,1500,Bullock Cart,11,5,0,Clear,52.2
2,2000,470,Maize,Grade A,2,10,1500,Tractor Trolley,16,4,0,Clear,10.8
7,7800,2780,Maize,Grade B,3,4,1000,Truck (6-Wheeler),11,1,0,Clear,64.3
5,5100,370,Maize,Grade B,3,6,500,Bullock Cart,14,4,0,Clear,35.4
8,11000,1960,Wheat,Grade B,3,6,1500,Tractor Trolley,12,6,0,Clear,43.6
1,1300,5000,Paddy,Grade A,5,9,1000,Bullock Cart,11,2,0,Overcast,16.1
6,7200,730,Wheat,Grade C (High Moisture),3,7,1000,Mini Truck (Pickup),10,0,0,Light Rain,47.7
8,12000,660,Cotton,Grade B,3,12,500,Mini Truck (Pickup),11,1,0,Clear,46.4
4,4600,3880,Paddy,Grade A,3,9,1500,Tractor Trolley,12,5,0,Clear,15.6
3,3500,2500,Soybean,Grade A,3,8,1000,Tractor Trolley,14,0,0,Overcast,12.5
4,4300,1080,Paddy,Grade A,5,9,2500,Mini Truck (Pickup),17,0,1,Clear,16.1
3,3800,2610,Wheat,Grade A,2,8,1500,Tractor Trolley,9,5,0,Clear,17.7
6,7000,910,Wheat,Grade C (High Moisture),1,5,1000,Tractor Trolley,14,0,1,Clear,91.2
1,1200,1380,Maize,Grade A,2,6,1000,Tractor Trolley,15,0,0,Overcast,9.1
4,4300,1940,Cotton,Grade B,3,7,1000,Mini Truck (Pickup),11,2,0,Clear,20.9
8,10000,2600,Wheat,Grade A,4,9,1000,Tractor Trolley,8,1,1,Light Rain,40.1
3,4000,950,Wheat,Grade A,1,2,1500,Mini Truck (Pickup),9,3,0,Overcast,37.2
7,7900,1100,Mustard,Grade C (High Moisture),1,5,1500,Mini Truck (Pickup),8,2,0,Clear,109.4
13,13400,1140,Wheat,Grade A,1,3,1500,Tractor Trolley,12,4,1,Overcast,126.9
5,7300,250,Maize,Grade B,2,4,1500,Tractor Trolley,8,2,1,Clear,43.0
3,2900,510,Mustard,Grade C (High Moisture),2,2,1000,Tractor Trolley,8,0,0,Clear,47.9
5,5600,2190,Wheat,Grade C (High Moisture),2,5,1000,Truck (6-Wheeler),15,0,1,Overcast,56.4
8,8100,560,Wheat,Grade B,2,4,1500,Tractor Trolley,10,2,0,Clear,57.8
12,14300,2640,Sugarcane,Grade B,3,5,500,Tractor Trolley,12,3,1,Clear,91.3
15,18900,1580,Paddy,Grade B,3,5,1500,Mini Truck (Pickup),12,4,1,Clear,106.6
10,12500,1420,Paddy,Grade A,3,7,1000,Tractor Trolley,10,1,0,Clear,43.4
5,5800,1300,Maize,Grade B,1,3,1500,Mini Truck (Pickup),14,6,1,Clear,60.8
11,13100,2160,Chana,Grade C (High Moisture),4,10,1000,Tractor Trolley,13,2,1,Clear,53.1
4,5400,1190,Sugarcane,Grade A,3,4,1500,Tractor Trolley,13,0,0,Clear,31.6
3,4300,3680,Maize,Grade A,3,9,1000,Tractor Trolley,16,5,0,Overcast,15.9
5,5400,1750,Paddy,Grade B,3,8,1500,Tractor Trolley,14,1,0,Overcast,23.3
8,7700,1090,Wheat,Grade B,2,3,2500,Tractor Trolley,10,5,0,Clear,75.2
4,4200,1580,Maize,Grade A,2,8,1000,Tractor Trolley,11,3,0,Clear,29.1
7,6800,650,Cotton,Grade B,4,12,1500,Bullock Cart,14,2,0,Clear,32.3
5,5000,1180,Paddy,Grade B,4,3,1000,Tractor Trolley,8,1,1,Clear,29.3
6,5500,2000,Soybean,Grade B,2,3,1500,Mini Truck (Pickup),15,1,1,Clear,73.2
6,7300,1700,Wheat,Grade A,2,7,2500,Tractor Trolley,10,6,0,Clear,32.4
10,10700,1270,Paddy,Grade A,1,5,4000,Tractor Trolley,11,0,0,Heavy Rain,123.6
4,3800,1240,Wheat,Grade B,3,8,1500,Mini Truck (Pickup),9,1,0,Clear,15.5
8,9300,1790,Paddy,Grade B,3,9,1000,Mini Truck (Pickup),10,2,0,Clear,39.8
4,5300,770,Wheat,Grade A,3,3,1500,Tractor Trolley,14,2,1,Overcast,29.1
5,7200,820,Wheat,Grade A,2,5,2500,Mini Truck (Pickup),10,1,0,Clear,30.7
8,7500,850,Wheat,Grade A,2,5,1000,Tractor Trolley,10,0,0,Clear,47.8
10,14900,730,Mustard,Grade A,4,11,500,Tractor Trolley,10,0,1,Clear,43.0
10,9600,260,Maize,Grade C (High Moisture),3,2,4000,Mini Truck (Pickup),10,5,1,Clear,100.0
12,15200,510,Cotton,Grade B,2,3,2500,Tractor Trolley,12,4,1,Clear,180.0
10,13600,220,Chana,Grade B,2,3,1500,Tractor Trolley,11,1,0,Light Rain,110.4
7,7800,1070,Paddy,Grade A,2,6,1500,Tractor Trolley,14,6,0,Clear,32.9
1,1000,550,Paddy,Grade A,3,8,2500,Tractor Trolley,15,2,1,Clear,5.5
1,1400,740,Soybean,Grade A,2,5,500,Mini Truck (Pickup),9,5,1,Overcast,15.7
5,6100,1470,Wheat,Grade B,5,12,1500,Tractor Trolley,14,1,0,Clear,12.0
9,12400,650,Chana,Grade A,2,11,2500,Mini Truck (Pickup),10,1,1,Clear,56.8
9,8800,1880,Wheat,Grade B,2,5,1000,Tractor Trolley,13,4,0,Clear,51.8
4,5600,1240,Chana,Grade A,4,5,1500,Tractor Trolley,10,5,0,Clear,23.6
7,9900,630,Wheat,Grade A,1,4,2500,Mini Truck (Pickup),11,0,0,Clear,56.4
1,1000,1280,Soybean,Grade A,3,10,500,Tractor Trolley,9,0,0,Overcast,12.7
7,9200,4570,Cotton,Grade B,2,5,2500,Truck (6-Wheeler),12,3,0,Overcast,68.3
7,10100,2210,Sugarcane,Grade A,3,2,1000,Mini Truck (Pickup),13,5,1,Clear,52.0
6,5400,770,Wheat,Grade A,2,5,1000,Tractor Trolley,14,5,0,Clear,28.1
4,5900,200,Cotton,Grade C (High Moisture),4,8,1000,Tractor Trolley,15,6,0,Light Rain,38.4
4,4500,1030,Chana,Grade B,4,12,1500,Tractor Trolley,12,0,1,Clear,22.2
3,3400,1180,Cotton,Grade A,2,4,1000,Mini Truck (Pickup),14,3,0,Clear,24.9
11,10700,1040,Mustard,Grade A,4,8,500,Tractor Trolley,12,3,1,Clear,59.0
5,6600,630,Mustard,Grade A,2,5,1500,Tractor Trolley,15,0,0,Clear,34.6
9,11400,1490,Paddy,Grade B,2,6,1000,Tractor Trolley,10,0,0,Clear,56.7
8,9900,740,Mustard,Grade B,1,4,1500,Tractor Trolley,10,1,0,Clear,112.6
3,4300,1510,Cotton,Grade A,2,5,1500,Tractor Trolley,17,0,1,Light Rain,35.3
3,2800,890,Soybean,Grade B,1,2,1000,Bullock Cart,16,1,0,Clear,63.8
8,7600,1250,Wheat,Grade A,3,7,500,Mini Truck (Pickup),11,4,0,Clear,31.4
7,10500,690,Paddy,Grade A,3,6,2500,Mini Truck (Pickup),10,3,1,Clear,44.1
7,6900,430,Chana,Grade C (High Moisture),2,4,1500,Mini Truck (Pickup),10,2,0,Clear,75.8
7,7900,290,Soybean,Grade A,4,12,1000,Tractor Trolley,12,2,0,Clear,34.1
7,8400,1220,Paddy,Grade B,2,6,1500,Truck (6-Wheeler),11,0,1,Clear,63.3
5,7000,810,Mustard,Grade B,2,2,4000,Tractor Trolley,12,5,0,Clear,66.3
7,8000,870,Wheat,Grade A,2,2,2500,Tractor Trolley,15,0,1,Clear,59.3
8,11300,510,Wheat,Grade A,4,11,1000,Tractor Trolley,13,3,0,Clear,26.0
5,6700,2500,Paddy,Grade A,3,12,2500,Tractor Trolley,13,4,0,Clear,20.3
3,3700,1880,Paddy,Grade C (High Moisture),4,12,1500,Tractor Trolley,14,0,1,Clear,16.1
6,7800,1660,Cotton,Grade A,2,8,2500,Mini Truck (Pickup),10,3,0,Clear,45.9
8,8600,1210,Wheat,Grade A,2,7,1000,Tractor Trolley,9,3,1,Clear,45.3
5,7400,870,Sugarcane,Grade A,3,6,500,Tractor Trolley,13,3,0,Overcast,35.6
2,2000,1000,Sugarcane,Grade B,3,9,2500,Mini Truck (Pickup),9,3,1,Clear,13.3
8,9500,340,Mustard,Grade A,2,4,1000,Truck (6-Wheeler),11,5,1,Clear,93.7
10,10400,1010,Cotton,Grade A,3,10,1500,Mini Truck (Pickup),12,2,1,Clear,52.9
10,11600,1640,Paddy,Grade C (High Moisture),3,7,2500,Tractor Trolley,12,2,1,Light Rain,80.2
5,4500,1750,Maize,Grade A,5,12,1000,Truck (6-Wheeler),15,5,0,Clear,19.0
13,14800,1500,Mustard,Grade A,3,12,1500,Tractor Trolley,10,5,1,Clear,61.4
5,7400,4970,Wheat,Grade B,4,8,2500,Tractor Trolley,15,0,1,Clear,19.0
3,3200,300,Soybean,Grade B,3,12,500,Tractor Trolley,12,3,0,Clear,20.7
12,13000,1320,Maize,Grade A,3,8,500,Tractor Trolley,12,2,1,Clear,48.8
11,14500,790,Chana,Grade A,1,2,500,Tractor Trolley,11,4,1,Clear,147.6
9,11300,1130,Mustard,Grade A,2,2,1500,Mini Truck (Pickup),10,2,1,Clear,104.0
13,12500,2310,Cotton,Grade A,4,7,2500,Tractor Trolley,13,2,1,Overcast,80.4
9,12800,610,Paddy,Grade B,2,7,2500,Tractor Trolley,11,0,1,Clear,69.0
11,13900,2180,Chana,Grade B,3,6,1000,Tractor Trolley,10,2,0,Clear,57.7
12,15200,3520,Soybean,Grade B,1,4,1000,Tractor Trolley,10,1,1,Overcast,174.4
14,19300,770,Wheat,Grade A,3,7,1500,Tractor Trolley,13,2,0,Clear,49.4
6,5900,1940,Wheat,Grade B,5,10,4000,Mini Truck (Pickup),15,0,0,Clear,16.0
5,5500,1000,Paddy,Grade A,3,7,1500,Tractor Trolley,15,5,0,Clear,20.4
5,6100,390,Maize,Grade C (High Moisture),3,4,2500,Tractor Trolley,14,0,1,Clear,50.1
4,5200,2150,Sugarcane,Grade A,3,9,1000,Tractor Trolley,8,6,1,Clear,20.5
4,4100,1390,Wheat,Grade B,2,8,500,Tractor Trolley,16,3,1,Clear,23.0
5,4900,730,Cotton,Grade A,2,7,1500,Tractor Trolley,13,0,1,Overcast,49.6
10,13000,1600,Paddy,Grade A,3,7,1000,Tractor Trolley,13,5,1,Clear,45.0
6,5500,1240,Chana,Grade B,3,6,1000,Tractor Trolley,12,2,0,Clear,37.3
9,13000,1380,Soybean,Grade A,2,5,1500,Tractor Trolley,12,3,1,Overcast,72.8
11,10500,2030,Maize,Grade B,2,9,1000,Tractor Trolley,12,4,0,Overcast,64.0
4,4600,520,Paddy,Grade B,4,10,1000,Mini Truck (Pickup),14,5,0,Clear,14.1
6,7600,470,Paddy,Grade B,1,4,500,Tractor Trolley,12,1,1,Clear,73.9
9,9300,520,Wheat,Grade B,4,4,2500,Mini Truck (Pickup),13,4,0,Overcast,49.5
12,15200,3710,Wheat,Grade A,1,2,2500,Mini Truck (Pickup),10,0,0,Clear,124.9
10,9600,2070,Soybean,Grade A,3,5,1000,Tractor Trolley,13,0,0,Clear,60.8
7,6700,660,Maize,Grade C (High Moisture),5,8,1500,Tractor Trolley,15,0,0,Clear,32.9
11,10300,1050,Sugarcane,Grade A,3,12,500,Mini Truck (Pickup),13,0,0,Clear,41.5
12,16800,790,Sugarcane,Grade B,3,7,1500,Tractor Trolley,13,2,0,Clear,58.8
7,8600,1110,Cotton,Grade A,2,3,1500,Tractor Trolley,11,1,0,Overcast,83.3
2,2000,1730,Maize,Grade A,1,4,1500,Mini Truck (Pickup),16,2,0,Clear,17.4
1,1500,1620,Chana,Grade A,2,6,1000,Mini Truck (Pickup),14,5,0,Clear,7.0
3,4200,630,Soybean,Grade B,2,4,1000,Tractor Trolley,12,1,0,Clear,37.7
10,11700,870,Wheat,Grade A,2,7,2500,Bullock Cart,12,4,1,Clear,66.0
3,3700,1150,Paddy,Grade A,2,6,1000,Tractor Trolley,13,4,0,Clear,23.1
10,11500,560,Wheat,Grade A,2,4,1000,Tractor Trolley,13,4,0,Light Rain,74.2
3,4300,720,Chana,Grade A,1,5,500,Mini Truck (Pickup),14,5,1,Clear,32.3
6,7100,1320,Cotton,Grade A,2,6,2500,Truck (6-Wheeler),10,1,0,Clear,55.1
6,8800,510,Wheat,Grade A,3,9,1000,Mini Truck (Pickup),13,5,0,Overcast,29.0
14,16900,1710,Mustard,Grade B,3,7,4000,Truck (6-Wheeler),12,1,1,Clear,107.1
7,10200,1210,Cotton,Grade A,3,5,1500,Tractor Trolley,13,0,1,Clear,59.4
5,4600,770,Paddy,Grade A,4,5,1500,Tractor Trolley,12,4,0,Clear,30.2
8,8200,5000,Wheat,Grade C (High Moisture),2,6,2500,Tractor Trolley,12,0,0,Clear,59.6
15,19200,2010,Mustard,Grade A,2,6,1000,Mini Truck (Pickup),11,0,1,Clear,97.1
6,5700,1310,Cotton,Grade C (High Moisture),1,2,2500,Tractor Trolley,11,4,1,Clear,164.0
4,4100,900,Maize,Grade A,2,3,1500,Tractor Trolley,14,4,1,Clear,38.9
8,8500,500,Cotton,Grade A,1,3,4000,Tractor Trolley,14,1,1,Clear,115.8
6,8400,2320,Soybean,Grade A,3,7,1000,Mini Truck (Pickup),9,4,1,Overcast,34.2
11,15100,1240,Cotton,Grade A,4,8,1500,Bullock Cart,13,6,1,Clear,72.0
10,13700,1850,Cotton,Grade B,3,9,1000,Tractor Trolley,10,4,0,Overcast,55.1
4,5500,2440,Soybean,Grade A,3,2,500,Tractor Trolley,14,0,0,Light Rain,43.9
10,13700,700,Paddy,Grade B,4,7,1500,Tractor Trolley,12,4,0,Clear,50.2
8,8800,2330,Wheat,Grade A,2,3,1000,Tractor Trolley,11,0,0,Clear,63.3
4,4600,450,Wheat,Grade A,3,10,4000,Tractor Trolley,11,4,0,Clear,17.7
0,0,1330,Maize,Grade B,2,3,1500,Mini Truck (Pickup),16,1,0,Clear,3.0
6,8500,1020,Mustard,Grade B,3,9,2500,Mini Truck (Pickup),13,1,0,Clear,36.2
8,10600,890,Mustard,Grade A,2,4,4000,Tractor Trolley,11,3,1,Clear,77.3
